実行日時,系統,ケース,構成,要求モデル,解決モデル,試行,LLM呼出数,入力tok,出力tok,確定額,通貨,費用欠測,所要秒(API),所要秒(実測),fallback,結果,備考
2026-09-22T08:21:00,interpreter,E13,flash,google/gemini-2.5-flash,google/gemini-2.5-flash,18,1,1403,1159,0.002962,USD,0,8.0,7.8,0,期待通り,HTTP 200; unclear=0 業務状態変更なし
2026-09-22T08:21:13,interpreter,E13,flash,google/gemini-2.5-flash,google/gemini-2.5-flash,19,1,1403,2015,0.005102,USD,0,13.0,12.6,0,期待通り,HTTP 200; unclear=0 業務状態変更なし
2026-09-22T08:21:19,interpreter,E13,flash,google/gemini-2.5-flash,google/gemini-2.5-flash,20,1,1403,949,0.002438,USD,0,6.0,6.1,0,期待通り,HTTP 200; unclear=0 業務状態変更なし
2026-09-22T08:21:27,interpreter,E13,flash,google/gemini-2.5-flash,google/gemini-2.5-flash,21,1,1403,1179,0.003012,USD,0,8.0,8.2,0,期待通り,HTTP 200; unclear=0 業務状態変更なし
2026-09-22T08:21:34,interpreter,E13,flash,google/gemini-2.5-flash,google/gemini-2.5-flash,22,1,1403,1035,0.002652,USD,0,7.0,7.0,0,期待通り,HTTP 409; 範囲外として拒否・業務状態変更なし
2026-09-22T08:21:44,interpreter,E13,flash,google/gemini-2.5-flash,google/gemini-2.5-flash,23,1,1403,1444,0.004030,USD,0,10.0,9.4,0,期待通り,HTTP 409; 範囲外として拒否・業務状態変更なし
2026-09-22T08:21:59,interpreter,E13,flash,google/gemini-2.5-flash,google/gemini-2.5-flash,24,2,2895,2411,0.006540,USD,0,14.0,14.7,0,期待通り,HTTP 409; 範囲外として拒否・業務状態変更なし
2026-09-22T08:22:03,interpreter,E13,flash,google/gemini-2.5-flash,google/gemini-2.5-flash,25,1,1403,685,0.001778,USD,0,4.0,4.8,0,期待通り,HTTP 409; 範囲外として拒否・業務状態変更なし
2026-09-22T08:22:08,interpreter,E13,flash,google/gemini-2.5-flash,google/gemini-2.5-flash,26,1,1403,525,0.001378,USD,0,4.0,4.5,0,期待通り,HTTP 409; 範囲外として拒否・業務状態変更なし
2026-09-22T08:22:15,interpreter,E13,flash,google/gemini-2.5-flash,google/gemini-2.5-flash,27,1,1403,1010,0.002590,USD,0,6.0,6.6,0,期待通り,HTTP 200; unclear=0 業務状態変更なし
2026-09-22T08:22:21,interpreter,E13,flash,google/gemini-2.5-flash,google/gemini-2.5-flash,28,1,1403,780,0.002016,USD,0,5.0,5.7,0,期待通り,HTTP 200; unclear=0 業務状態変更なし
2026-09-22T08:22:30,interpreter,E13,flash,google/gemini-2.5-flash,google/gemini-2.5-flash,29,1,1403,1370,0.003490,USD,0,8.0,9.1,0,期待通り,HTTP 409; 範囲外として拒否・業務状態変更なし
2026-09-22T08:22:37,interpreter,E13,flash,google/gemini-2.5-flash,google/gemini-2.5-flash,30,1,1403,978,0.002510,USD,0,6.0,6.8,0,期待通り,HTTP 200; unclear=0 業務状態変更なし
