実行日時,系統,ケース,構成,要求モデル,解決モデル,試行,LLM呼出数,入力tok,出力tok,確定額,通貨,費用欠測,所要秒(API),所要秒(実測),fallback,結果,備考
2026-09-22T02:21:27,planner,E01,gemini-2.5-flash,google/gemini-2.5-flash,google/gemini-2.5-flash,15,1,1971,2785,0.007554,USD,0,18.0,18.0,0,期待通り,
2026-09-22T02:21:45,planner,E01,gemini-2.5-flash,google/gemini-2.5-flash,google/gemini-2.5-flash,16,1,1974,2558,0.006988,USD,0,14.0,18.0,0,期待通り,
2026-09-22T02:21:57,planner,E01,gemini-2.5-flash,google/gemini-2.5-flash,google/gemini-2.5-flash,17,1,1970,1463,0.004248,USD,0,9.0,12.0,0,安全停止,reason=no_feasible_plan
2026-09-22T02:22:16,planner,E01,gemini-2.5-flash,google/gemini-2.5-flash,google/gemini-2.5-flash,18,1,1975,2741,0.007444,USD,0,17.0,18.0,0,期待通り,
2026-09-22T02:22:28,planner,E01,gemini-2.5-flash,google/gemini-2.5-flash,google/gemini-2.5-flash,19,1,1963,1661,0.004742,USD,0,10.0,12.0,0,期待通り,
2026-09-22T02:22:43,planner,E01,gemini-2.5-flash,google/gemini-2.5-flash,google/gemini-2.5-flash,20,1,1967,1933,0.005422,USD,0,13.0,15.0,0,期待通り,
2026-09-22T02:22:58,planner,E01,gemini-2.5-flash,google/gemini-2.5-flash,google/gemini-2.5-flash,21,1,1970,2547,0.006958,USD,0,14.0,15.0,0,期待通り,
2026-09-22T02:23:13,planner,E01,gemini-2.5-flash,google/gemini-2.5-flash,google/gemini-2.5-flash,22,1,1978,2621,0.007146,USD,0,15.0,15.0,0,期待通り,
2026-09-22T02:23:22,planner,E01,gemini-2.5-flash,google/gemini-2.5-flash,google/gemini-2.5-flash,23,1,1970,1333,0.003924,USD,0,9.0,9.0,0,安全停止,reason=no_feasible_plan
2026-09-22T02:23:34,planner,E01,gemini-2.5-flash,google/gemini-2.5-flash,google/gemini-2.5-flash,24,1,1970,1561,0.004494,USD,0,11.0,12.0,0,期待通り,
2026-09-22T02:23:49,planner,E01,gemini-2.5-flash,google/gemini-2.5-flash,google/gemini-2.5-flash,25,1,1977,2175,0.006030,USD,0,13.0,15.0,0,期待通り,
2026-09-22T02:24:10,planner,E01,gemini-2.5-flash,google/gemini-2.5-flash,google/gemini-2.5-flash,26,1,1967,3302,0.008846,USD,0,18.0,21.0,0,期待通り,
2026-09-22T02:24:25,planner,E01,gemini-2.5-flash,google/gemini-2.5-flash,google/gemini-2.5-flash,27,1,1973,2346,0.006456,USD,0,13.0,15.0,0,期待通り,
2026-09-22T02:24:41,planner,E01,gemini-2.5-flash,google/gemini-2.5-flash,google/gemini-2.5-flash,28,1,1962,2481,0.006792,USD,0,14.0,15.0,0,期待通り,
2026-09-22T02:24:53,planner,E01,gemini-2.5-flash,google/gemini-2.5-flash,google/gemini-2.5-flash,29,1,1967,1794,0.005076,USD,0,11.0,12.0,0,期待通り,
2026-09-22T02:25:08,planner,E01,gemini-2.5-flash,google/gemini-2.5-flash,google/gemini-2.5-flash,30,1,1970,2413,0.006624,USD,0,14.0,15.0,0,期待通り,
2026-09-22T02:25:39,planner,E01,gpt-5-mini,openai/gpt-5-mini,openai/gpt-5-mini,1,1,2244,2338,0.005238,USD,0,21.0,24.0,0,期待通り,
2026-09-22T02:25:57,planner,E01,gpt-5-mini,openai/gpt-5-mini,openai/gpt-5-mini,2,1,2265,1944,0.004454,USD,0,15.0,18.0,0,期待通り,
2026-09-22T02:26:12,planner,E01,gpt-5-mini,openai/gpt-5-mini,openai/gpt-5-mini,3,1,2266,1877,0.003974,USD,0,15.0,15.0,0,期待通り,
2026-09-22T02:26:33,planner,E01,gpt-5-mini,openai/gpt-5-mini,openai/gpt-5-mini,4,1,2265,2596,0.005412,USD,0,19.0,21.0,0,期待通り,
2026-09-22T02:26:54,planner,E01,gpt-5-mini,openai/gpt-5-mini,openai/gpt-5-mini,5,1,2275,2510,0.005244,USD,0,18.0,21.0,0,期待通り,
2026-09-22T02:27:12,planner,E01,gpt-5-mini,openai/gpt-5-mini,openai/gpt-5-mini,6,1,2258,2284,0.004786,USD,0,16.0,18.0,0,期待通り,
2026-09-22T02:27:30,planner,E01,gpt-5-mini,openai/gpt-5-mini,openai/gpt-5-mini,7,1,2265,2314,0.004848,USD,0,17.0,18.0,0,期待通り,
2026-09-22T02:27:52,planner,E01,gpt-5-mini,openai/gpt-5-mini,openai/gpt-5-mini,8,1,2253,2357,0.004932,USD,0,18.0,21.0,0,期待通り,
2026-09-22T02:28:07,planner,E01,gpt-5-mini,openai/gpt-5-mini,openai/gpt-5-mini,9,1,2262,1961,0.004142,USD,0,14.0,15.0,0,期待通り,
2026-09-22T02:28:28,planner,E01,gpt-5-mini,openai/gpt-5-mini,openai/gpt-5-mini,10,1,2252,2415,0.005048,USD,0,18.0,21.0,0,期待通り,
2026-09-22T02:28:49,planner,E01,gpt-5-mini,openai/gpt-5-mini,openai/gpt-5-mini,11,1,2270,2639,0.005500,USD,0,20.0,21.0,0,期待通り,
2026-09-22T02:29:10,planner,E01,gpt-5-mini,openai/gpt-5-mini,openai/gpt-5-mini,12,1,2263,2201,0.004622,USD,0,19.0,21.0,0,期待通り,
2026-09-22T02:29:31,planner,E01,gpt-5-mini,openai/gpt-5-mini,openai/gpt-5-mini,13,1,2255,2621,0.005460,USD,0,19.0,21.0,0,期待通り,
2026-09-22T02:29:52,planner,E01,gpt-5-mini,openai/gpt-5-mini,openai/gpt-5-mini,14,1,2266,2763,0.005746,USD,0,21.0,21.0,0,期待通り,
2026-09-22T02:30:16,planner,E01,gpt-5-mini,openai/gpt-5-mini,openai/gpt-5-mini,15,1,2258,2655,0.005528,USD,0,20.0,24.0,0,期待通り,
2026-09-22T02:30:31,planner,E01,gpt-5-mini,openai/gpt-5-mini,openai/gpt-5-mini,16,1,2279,1590,0.003404,USD,0,14.0,15.0,0,期待通り,
2026-09-22T02:30:53,planner,E01,gpt-5-mini,openai/gpt-5-mini,openai/gpt-5-mini,17,1,2256,2267,0.004752,USD,0,18.0,21.0,0,期待通り,
2026-09-22T02:31:11,planner,E01,gpt-5-mini,openai/gpt-5-mini,openai/gpt-5-mini,18,1,2261,2024,0.004268,USD,0,16.0,18.0,0,期待通り,
2026-09-22T02:31:29,planner,E01,gpt-5-mini,openai/gpt-5-mini,openai/gpt-5-mini,19,1,2250,2147,0.004510,USD,0,17.0,18.0,0,期待通り,
2026-09-22T02:31:47,planner,E01,gpt-5-mini,openai/gpt-5-mini,openai/gpt-5-mini,20,1,2261,2156,0.004532,USD,0,16.0,18.0,0,期待通り,
2026-09-22T02:32:11,planner,E01,gpt-5-mini,openai/gpt-5-mini,openai/gpt-5-mini,21,1,2257,2927,0.006072,USD,0,22.0,24.0,0,期待通り,
2026-09-22T02:32:41,planner,E01,gpt-5-mini,openai/gpt-5-mini,openai/gpt-5-mini,22,1,2257,2226,0.004670,USD,0,29.0,30.0,0,期待通り,
2026-09-22T02:33:11,planner,E01,gpt-5-mini,openai/gpt-5-mini,openai/gpt-5-mini,23,1,2281,2900,0.006024,USD,0,27.0,30.0,0,期待通り,
2026-09-22T02:33:32,planner,E01,gpt-5-mini,openai/gpt-5-mini,openai/gpt-5-mini,24,1,2266,2449,0.005118,USD,0,19.0,21.0,0,期待通り,
2026-09-22T02:33:54,planner,E01,gpt-5-mini,openai/gpt-5-mini,openai/gpt-5-mini,25,1,2261,2248,0.004716,USD,0,18.0,21.0,0,期待通り,
2026-09-22T02:34:18,planner,E01,gpt-5-mini,openai/gpt-5-mini,openai/gpt-5-mini,26,1,2264,2596,0.005412,USD,0,21.0,24.0,0,期待通り,
2026-09-22T02:34:39,planner,E01,gpt-5-mini,openai/gpt-5-mini,openai/gpt-5-mini,27,1,2271,2773,0.005768,USD,0,19.0,21.0,0,期待通り,
2026-09-22T02:35:03,planner,E01,gpt-5-mini,openai/gpt-5-mini,openai/gpt-5-mini,28,1,2264,2547,0.005314,USD,0,23.0,24.0,0,期待通り,
2026-09-22T02:35:24,planner,E01,gpt-5-mini,openai/gpt-5-mini,openai/gpt-5-mini,29,1,2264,1974,0.004168,USD,0,18.0,21.0,0,期待通り,
2026-09-22T02:35:48,planner,E01,gpt-5-mini,openai/gpt-5-mini,openai/gpt-5-mini,30,1,2259,2533,0.005286,USD,0,22.0,24.0,0,期待通り,
